name,rank,first_year,last_year,first_version,last_version,status,confidence,change_type,proposal,resolves_to,destinations,note
Pormufvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Porprismacovirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Porrectionivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Porunavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Poseidonvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Pospiviroid,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Potamipivirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Potamoivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Potensivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Potexvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Potyvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Pourcelvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Poushouvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Powerballvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Powvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Pradovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Prasinovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Predatorvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pregotovirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Presleyvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Prihavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prihovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prihuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Primolicivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Primrhavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prisdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Priunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Privateervirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Proboscivirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Proddevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Properatisvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prorsmavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prosdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prosimiispumavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Prospektnaukivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Protegovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Proteusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Protoambidensovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Protobacilladnavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Protoparvovirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Prtbvirus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Pruncivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Prunevirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Prymnesiovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Przondovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Psavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Psecadovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Psehatovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Pseudotevenvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pseudovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
PsiM1-like viruses,genus,2005,2011,MSL23,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Psiaduvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Psimevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Psimunalikevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Psimunavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Psipapillomavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Psitorquevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Psoetuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Psouhdivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Pteridovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Pteropopoxvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Pterovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Puahadnavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Puclevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Pudlivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Puduphavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Puhrivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Puirovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pujohnavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Pukovnikvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Pulverervirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Pumpernickelvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Punalikevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Punavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Punlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Puppervirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Purivirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Purkyvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Pushchinovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pygoscepivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pylasvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Pylenevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Pythorivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Qadamvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Qeihnovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Qingdaovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Qoptorquevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Quadragintavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Quadrivirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Quaranjavirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Qubevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Quesadillavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Questintvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Quhwahvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Quihndavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Quihndovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Quillavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Quivirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Quwivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
R4virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Raagevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rabovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Radbaivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Radnorvirus,genus,2018,2019,MSL34,MSL35,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Radostvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rafivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rahariannevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rahdfavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rainacovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rajidapivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rakkovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Raleighvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rambovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Ranavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Raphidovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Rapidusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ratlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rauchvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Raunefjordenvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ravarandavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ravavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ravinvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rb49virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rb69virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rdjlvirus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Readingvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Recovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Redbauvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Redivirus,genus,2017,2020,MSL32,MSL36,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Redjacvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Refugevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Reginaelenavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rehihmevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rehudzovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Reipivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Reminisvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Replylivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Reptarenavirus,genus,2014,2024,MSL29,MSL40,current,current,,,,,
Reptillovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Reqipinevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Rer2virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rerduovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Respirovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Restivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Retbasiphovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Retlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Reylikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Reynauldvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Reyvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Rhadinovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Rheavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Rheph4virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rhinovirus,genus,2005,2005,MSL23,MSL23,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rhipevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rhizidiovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Rhizomonavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rhizoulivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rhodobactegtaviriform,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Rhodovulugtaviriform,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Rhohmbavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rhopapillomavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Rhotorquevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Richievirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Riddikuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ridwavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rigallicvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rimavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rindgevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Ringilvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Ringroadvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ripduovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Risingsunvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Risjevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Risoevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Rivapovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Rivavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Riverridervirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rivsvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Robaratusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Robevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Robigovirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Roburiusivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rocahepevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Rochuvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Rockefellervirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rockvillevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rodentiumvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Rodtovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rogerhendrixvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rogue1virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rogunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rohelivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rohsdrivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rollinsvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Ronaldovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ronavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ronodorvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rosadnavirus,genus,2014,2024,MSL29,MSL40,current,current,,,,,
Rosariovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Rosavirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Roscoffvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Rosebushvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Rosemountvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rosenblumvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Roseolovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Roskildevirus,genus,2021,2023,MSL37,MSL39,renamed,exact,Renamed,2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip,Risoevirus,Risoevirus (100%),ICTV renamed Roskildevirus to Risoevirus by MSL40 (Renamed).
Roslyckyvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Rotavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Roufvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Rovertvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rowavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Roymovirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Rsl2virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rslunavirus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rtpvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Rubivirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Rubodvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rubulavirus,genus,2005,2018,MSL23,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Rudgehvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rudivirus,genus,2005,2019,MSL23,MSL35,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Ruegerigtaviriform,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Ruflodivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Rumoivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Rusvolovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ruthyvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Rydonovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Rymovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Rytunovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ryyoungvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
S16virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
SP6-like viruses,genus,2009,2011,MSL25,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
SPO1-like viruses,genus,2005,2011,MSL23,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
SPbeta-like viruses,genus,2009,2011,MSL25,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Sabavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Sabourvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Saclayvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sadetorquevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Sadiyavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sadornvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sadwavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Saetivirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Sagamiharavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Saguarovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Sagusvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sahlfavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sahwbrivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Saikungvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Saintgironsvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Sajorinivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sakkuthvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sakobuvirus,genus,2014,2024,MSL29,MSL40,current,current,,,,,
Salacisavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Salasvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Salchichonvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Saldibavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Salemvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Salinovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Salisharnavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Salivirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Salmondvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Salmonivirus,genus,2009,2021,MSL25,MSL37,renamed,exact,Renamed,2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip,Salmovirus,Salmovirus (100%),ICTV renamed Salmonivirus to Salmovirus by MSL40 (Renamed).
Salmonpoxvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Salmovirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Salovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Salterprovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Saltrevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Salutenavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Salvavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Salvovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Samaravirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sambuevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Samektorquevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Samistivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Samsavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Samunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Samuneavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Samwavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sanchirvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Sanchirviurs,genus,2023,2023,MSL39,MSL39,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Sandeparvovirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Sandinevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Sanguivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Sanivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sanovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Sansavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sanstrivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Santafevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Santhisvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sanyabayvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Saothovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sap6likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Sap6virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Sapelovirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Saphexavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Sapovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Sardinovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Sargevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Sarmavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Sarumanvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Sasdunavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Sashavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sasquatchvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sasvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Satomivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Satyrivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Saudhavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sauletekiovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Saundersvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Savitribaivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Savurvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Sawaravirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Sawastrivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Sawgrhavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Sbehrnivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Scappvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Scapunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Scarabeuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Schiekvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Schifferlevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Schizot4likevirus,genus,2011,2014,MSL26,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Schizot4virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Schizotequatrovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Schmidtvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Schmidvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
